256	76291.64
512	104066.23
1024	256933.38
2048	667975.39
4096	721238.73
8192	1187849.95
16384	3017807.08
32768	7912842.85
65536	2.08571196E7
131072	4.455070584E7
262144	1.1625009041E8
524288	3.1845668047E8
1048576	9.1233184383E8
