256	67956.63
512	100954.6
1024	129425.49
2048	290446.63
4096	485340.8
8192	670091.69
16384	1487699.99
32768	3243258.34
65536	6937715.05
131072	1.522912497E7
262144	3.344350498E7
524288	7.198332413E7
1048576	1.6062380625E8
