256	69720.85
512	107174.18
1024	142169.59
2048	300418.67
4096	586665.01
8192	630674.14
16384	1382390.84
32768	2988390.41
65536	6437254.2
131072	1.407902663E7
262144	3.075977502E7
524288	6.614947453E7
1048576	1.4486931704E8
