256	134.94
512	124.585
1024	96.265
2048	62.5
4096	32.92
8192	28.54
16384	27.08
32768	42.72
65536	56.65
131072	59.78
262144	76.63
524288	78.1
1048576	95.805
2097152	98.13
4194304	114.39
8388608	128.335
