256	157.49
512	141.69
1024	32.9
2048	63.79
4096	25.02
8192	34.18
16384	28.77
32768	39.59
65536	53.67
131072	51.3
262144	73.73
524288	74.15
1048576	98.81
2097152	93.68
4194304	102.95
8388608	113.28
