256	49556.32
512	23362.51
1024	29780.03
2048	18564.62
4096	17620.83
8192	11639.59
16384	10712.06
32768	8835.02
65536	8773.75
131072	8054.67
262144	7309.12
524288	58780.38
1048576	6560.82
2097152	6541.7
4194304	17697.93
8388608	12092.52
